APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,101242,0
T3,Independent,C1000,Heathcare,Trust,10M-50M,117431126,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1400,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,22844,1
T7,Independent,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,Independent,C3000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Association,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,1-9999,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1370,Preservation,Trust,0,5000,1
T4,Independent,C3000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,Independent,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5000,1
T3,Independent,C1230,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,160539,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1278,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,10000-24999,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,18291,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,100000-499999,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1280,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1400,Preservation,Trust,100000-499999,8669,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,25000-99999,48046,0
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T19,Independent,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,19600,1
T3,Independent,C1270,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,100000-499999,263197,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,10M-50M,15905935,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,57174,0
T3,Independent,C2000,Preservation,Trust,100000-499999,62754,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1800,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C2700,Preservation,Trust,100000-499999,341043,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1240,Preservation,Association,1-9999,5000,0
T6,Independent,C2000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1-9999,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,28713,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,215153,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,10000-24999,7066,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1400,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,36845,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,105900,1
T3,Independent,C4000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,21772,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,98437,1
T3,CompanySponsored,C1200,Preservation,Trust,10000-24999,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C4000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,25910,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1230,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,100000-499999,37562,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C1000,ProductDev,Trust,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2300,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1-9999,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,34260,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,Independent,C4000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,10000-24999,50543,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1270,Preservation,Trust,1-9999,6000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1238,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,10000-24999,9062,1
T3,Independent,C2000,Preservation,Trust,1-9999,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T19,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,Independent,C3000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,25000-99999,11101,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Association,1-9999,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C4000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,25000-99999,34057,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,93902,1
T3,Independent,C1000,Preservation,Association,25000-99999,13499,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,24975,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,100000-499999,44424,0
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C4000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,5706,1
T3,Independent,C1200,Preservation,Trust,1-9999,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1230,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,1-9999,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1700,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C4000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C1230,Preservation,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
T3,CompanySponsored,C2700,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
